"text","is_toxic"
"Esses heteros que reclamam por aqui, são os mesmos que criticam casais homoafetivos por adotarem crianças, mas só querem ter filhos de sangue e provavelmente nunca visitaram ou ajudaram a um orfanato. São os mesmos que dizem sofrer preconceito reverso, porém nunca morreram ou tiveram seus corpos queimados por serem heteros. Ensinam aos filhos pegarem todas, serem o macho violento e babaca, enquanto para as filhas só sobram serem recatadas e do lar. Fazem nada pelo respeito de todos os seres humanos e vêm aqui dizer que é só ensinar às crianças sobre o respeito genérico. Hipocrisia, hipocrisia, hipocrisia...",True
"Começaram dizendo que a mulher foi abusada. @user de jornalismo.",True
">>58888>essa merda é um castigo de deus para os degenerados. se soubesse dessas informações antes teria continuado na punheta em vez de correr atrás de putasfalando dessas merdas eu fico até com medo de sair com puta novamente. parece até um sinal mandando eu virar celibatário, já que não tenho mais saco para correr atrás com mulher e tava segurando a vontade comendo putas.",True
"@user Sim, me encaixo em algumas de suas descrições e digo RAÇA MALDITA são esses crentes atuais que profanan o nome de Deus.",True
"canalha !!",True
"@user Aqui na minha família fechado com o MITO PT LADRÃO NUNCA VOLTAMOS NESSA RAÇA IMUNDA FDP DE LADRÕES ✅🇧🇷🇧🇷 <url>",True
"Única pessoa q está tentando lacrar parece ser voce nesse comentário",True
"<RT> @user: É sério que o @user acredita mesmo que quem ouve aquelas merdas que a Anitta ""canta"" e gosta de ver aquele rabo de gelat…",True
"vey, o melhor video dele!!!! eu ja fui fã de crepusculo (infelizmente) e quando eu vi me senti uma idiota (e eu fui)",True
"Vocês são a minoria, tão realmente achando que estão diceminando alguma coisa aqui com essas mentiras, ? Coitados de vcs, da até uma certa vergonha alheia aqui, porque vocês não tem nenhuma utilidade, ficam ae com suas mentiras, achando que estão ganhando algo, vcs estão cavando a própria cova, quando essa emissora falir, quer dizer já está falando né, se não nem teria criado esse canal aqui no YouTube! bonde de lixo, escória do Brasil.",True
"Um dia teremos tds os sistemas políticos totalitários genocidas sendo rechaçados no mundo!!!",True
"isso tem que muda! Esta acontecendo ,muito, tds estamos sugeito sai e não volta. Esta praga ainda é mineiro , desgraçado. @user vai se Presidente, e vai muda muita coisas pra melhor! Hoje nos só temos dúvidas em td.",True
"<RT> @user: Fodase meu melhor amigo chegou 😭❤🥺",True
"*DEVE SER O @user DO LULA QUE ESFAQUEOU @user*",True
"@user @user vai se iUSERformar pvf , isso é crime isso é direto taUSERto de uma mulher quaUSERto um homem, @user É CRIME, ele falo USERo iUSERício do vídeo, ela se seUSERtiu usada, ela se seUSERtiu ofeUSERdida!!!! Fosse com a sua mãe ,sua esposa , sua filha, @user @user falaria uma merda dessa!!!!!!!!!",True
"<RT> @user: Tô vendo que a gente vai dormir e acordar com 500 notícias do comeback, eles indo pro aeroporto, vai ser dedo no cu e grita…",True
"a cantada lixo <url>",True
"No final geral fica com raiva de mim Eles acham q eu sou sl Uma máquina de putaria Mas estou aqui, só num sábado, com vontade de comer miojo",True
"@user, é só você estudar mais para ser menos burro.",True
"@user @user @user O Bolsonaro é corrupto mlk, para de ser retardado, seu cérebro tá atrofiando",True
"@user de uma pêrinha🍐😍",True
"@user @user Tá virando putinha do Tite 🤦🏻‍♂️",True
"@user @user Sai na rua bando de vagabundos ladrões, vamos moer está raça maldita na porrada, bando de GANGSTERS e cornos",True
"Quem guardou ele foi o diabo, amigo dele",True
"@user baitola lixo",True
"@user Y LOS CHINOS ULTRA GENOCIDAS.",True
"Bixo melhor video seu @user eu @user vi @user os 11 minutos HUAHUAHUAHUAHUAHUA @user @user @user @user MULEUSERUE @user PORRA É @user Todo o ascor @user senti vendo essa merda no cinema vc disse ai no video @user abraço",True
"Vai um @user aí? Que propaganda mais sem noção Burguer @user! Lamentável!",True
"Bando de lixo ! Deixem nossas crianças em paz !",True
"Esfaqueado ou não se @user quiser tu não vai ganhar essa é só a prova da merda que tu que fazer com a população liberação de armas senhor meu bom @user não vai deixar isso acontecer",True
"@user GRANDE M.... VERGONHA!!! 3 PATETAS DERAM A LIDERANÇA PARA PLANTA DA LINN!",True
"o @user só passa vergonha pqp @user",True
"As almas desses infelizes estão condenadas para arderem no fogo 🔥 do inferno para toda eternidade !!!",True
"Cara isso é uma ofensa pra todos os @user de todas as idades nao so de 13 que amam crepusculo como eu nao pelo crepusculo mais pelo taylor (jacob ) mesmo assim adoro o filme se voce nao gosta de crepusculo e acha sem sentido nao precisa falar mal do filme em publico e nem dos @user , so guarda suas opioes pra si mesmo porque ninguem precisa saber (nao quero ofender ninguem e nem causar confusao com esse comentario so estou falando minha opiniao e o que eu acho como voce fez no video nem adianta falar merda pra mim porque minha opiniao continuara sendo a mesma ) (* vim de 2017 ) inscreva se no meu canal !!!!!",True
"O @user @user na reportogem hote O assacino ele @user era filiado ao pt pois bem se essa esquerda que @user falam e pt @user tem nada aver agora uma coisa @user eu pensso sobre uma pessoa que quer mudar O pais chamar mulheres @user @user e agredir verbalmente outra jornalista isso pode povO @user sou avor e Nem @user porq nessas enleiçoes @user vou vota.... Mas um coisa @user eu quero deixar clr democrassia @user e @user liberar uma arma @user e @user diser q bandido bom e bandido morte democracia se faz com O carater @user querer pra nossa nasçao O melhor entao pense @user digo A USERs @user vote em tal candidato ms @user em quem USERs vao votar eva quais sao as proprosta @user melhoria pra noss nOçao estou ve Do so O oodio sendo espelhado @user Cada reaçao @user @user @user sobre todas as coisas",True
"@user ""o mito deixou a pandemia fugir de controle"" kskskks se alguém tem culpa dos 500 mil mortos são os @user ninguém respeitava as restrições, tinha contrabando de oxigênio enquanto tinha gente morrendo véi, a vdd é esse 500 mil mortos é resultado de um Bando de @user egoísta",True
"o sea hoy me dio tanta rabia q literalmente se ofreció a pagar la comida de todos los amigos d mi hermana y cuando mis amigas cumplen años los papás nunca ponen un culo marica es que ni para la torta 😭😭😭😭",True
"@user E quantos desses negros são inocentes e quantos são criminosos e bandidos? Te dou absoluta certeza que a maioria dos negros mortos não são inocentes, infelizmente muitas vezes inocentes acabam sendo mortos pela corrupção na polícia",True
"lkkkkkkkkkkk vai se fuder muito",True
"@user e caçador de vampiros burro, @user e vampiro",True
"@user @user Não sei oq é pior, a mina surtada ou o cara bunda mole",True
"Muito fóda.. muito fóda. ele tinha que falar sobre ele Brilhando no sol. KKKKKKKKKKKKK",True
"gui vai levar um pau se não levar o narguile",True
"Rindo ate 2020 essa cariri e ridicula mesmo 😂😂😂😂😂😂😂😂😂😂😂😂😂",True
"@user, perdeu um cliente.",True
"@user Esta porcaria pode ser entrevistada por todas as porcarias puxa saco dele que vai ser a entrevista do ano. Quero ver sair na rua. Vai fazer um comício pra ver? 😂 😂 😂 Vai pregar suas mentiras num palanque? Claro que não. Borra nas calças",True
"@user ta feia pra porra essa ai nao comeria",True
"Gosto muito dos flows mas todos que tem essa mulher, eu perco total a vontade de assistir, @user entra no flow pra puxar uma conversa casual e DIVERTIDA pra entreter o povo e puxar um assunto legal, acaba que o assunto fica técnico demais e eu acho isso tão merda, é como o comentário do outro cara ""@user entra num bar pra conversa de bêbados e nego traz um quadro, giz e livros"" É óbvio que estou defendendo ninguém mas porra, esse não é ambiente pra discussão :/ Tipo, se eu chego num amigo e mando uma piada e ele me pergunta que informação é essa e de onde eu tirei, na moral ""tchau seu chato do krl""",True
"É isso eu sou horrível, eu não sirvo pra absolutamente nada só pra passar tempo mesmo Eu devo ser insuportável, eu devo ser estranho e um lixo que nunca conquistou nada que quis na vida",True
"As pessoas tem que entender que ninguém nasce gay isso e estudado e confirmado que e uma mudança de comportamento. E se @user for contra os princípios gays @user e homofóbico a que bobeira.",True
"kkkkkk;; Esse @user @user é @user foda!",True
"O cara fala que tem que ter um partido nazista e ainda fala que abomina isso ...",True
"qnd tirei o escapamento do carro, vieram me falar que mulher não curte e que não ia ajudar a pegar mulher, sendo que eu fiz isso pra mim e pq eu curto fodase <url>",True
"odeio goiano e mineiro",True
"Caralho, mas eu nunca, mas NUNCA mais vou ser cliente da Gol de novo Empresa lixo Lixo Lixo Lixo Lixo",True
"aí garota chata insuportável vai tomar no seu cu, deixa a menina postar o que ela quiser você não tem nada a ver com isso invejosa",True
"tem q ser muito burro p fumar kkk",True
"E ainda n entra na minha cabeça... COMO q eu fui perder totalmente o controle de tudo relacionado a dinheiro! Parece que quanto eu mais corro pra ele (LITERALMENTE) mais ele corre de mim.... pq é um tal do ""hj n deu, vc vai ter q esperar"" q me fode.",True
"@user Esse conselho é um antro de aproveitadores … tudo mamando …",True
"@user O safado não vale nada! Este lixo deveria estar preso! Deus nos livre do desastre que seria a eleição dele !",True
"Eu vou começar a criar vergonha na cara 🙃🤡",True
"Só errou numa coisa..não @user o filme, mas pelo o que USERc falou ae no USERideo, o @user só não come a Bella porque afinal..ele é um @user, USERs não tem sangue e portanto não tem ejaculação... é.. aposto.",True
"@user nao é gorda nao,@user esta obesa.vai se tratar é o melhor que @user faz.",True
"As vezes eu acho que eu tenho dois neurônios funcionando só pq ó, como eu sou imbecil",True
"Solta essa piranha que tem dentro de você",True
"eu estou viciado no pau do meu mestre &lt;3 como eu amo servir de putinha pra ele",True
"@user Arthur debocha das mulheres faz cara de risinho enquanto as mulheres falam e as mesmas minas q se irritam c isso aqui fora defendem o cara. Mulher é bicho mt estranho",True
"@user Tú eres una asquerosa bodega de pus 🤮",True
"Foda que o comunismo matou mais que nazismo. Eu não quero defender ninguém, só sou neutro mas, @user @user, citar nazismo sem colocar o contexto sobre foi burrice mesmo",True
"@user É como se essas pessoas vivessem através do relacionamento dos ídolos e isso é tão doentio. Parece que não sabe o quanto eles sofrem com isso e é pior para pessoas sensível como o E.",True
"A Narizinho tá engasgada kkkkkk",True
"Dar voz pra nazista, pra ele acabar influenciando querendo ou não crianças e jovens por aí e do nada surgir outras guerras... 🤔🤦",True
"Pois é, julgaram tanto @user era um mendigo, disseram ser estuprador e agora esse tapa na cara da sociedade, desempregado, sem casa, ainda com a ingenuidade de achar que o traste que nos governa é bom e deve voltar. Que ele consiga ajuda psicológica e estabilidade para viver em paz.",True
"<RT> @user: @user Deje de escribir mkdas, no sea mentiroso",True
"@user Caralho, esse álbum me impactou tanto na época que na primeira vez que eu escutei eu tinha me dado conta que eu já estava há 7 dias deitado na cama deprimido. Depois desse álbum eu não lembro de outro álbum ter mexido tanto comigo, seja pra sentimentos bons ou ruins.",True
"@user Maldito himno",True
"Que feio hein cara, copiando comentário",True
"que se fodase",True
"@user @user @user Wtf cara, nada a ver Tô tentando interpretar a lógica, mas nem dá com uma coisa tão ilógica assim amigo, puta que pariu Já começa que alguém bi nunca vai ter uma relação hétero ou gay, outra que sexualidade não se baseia apenas em sexo, se baseia pelo gênero que a pessoa vai+",True
"Essa @user tá um extresse só muito palavrão affs",True
"@user Ele não ajuda… e não deixa ninguém ajudar!!! Compromisso com a morte e miséria!!!",True
"@user desde Uruguay pro maluco belleza👌",True
"@user Eles não cansam de passar vergonha. Com toda certeza nós é quem financiamos essas porcarias.",True
"@user @user ai caralho HASHTAG HASHTAG HASHTAG",True
"aeeee caralho senta paulada nessas desgraca!!!!!!!!",True
"Meu @user @user @user mais IDIOTA @user nem conheçe e vem falar? @user na boa se fosse para a stephanie criar uma historia de vampiros lobisobisomens como eles sao ficaria uma merda igual a @user! Ela criou uma historia diferente e com criatividade! E vai falar @user o @user é gay antes disso @user deveria se olhar ta? E @user pd criticar oq for pq sua opiniao n importa comparada a @user e @user @user e outra coisa @user foi falar da bella fisicamente e fisicamente ela é a kristen @user",True
"<RT> @user: “Aún hay obtusos que creen que ser anticapitalista es vivir en una cueva e ir descalzo, que ridícula es la ignorancia prepotent…",True
"é muito vago usar o termo ""USERuem nunca errou"", n foi a primeira vez USERue o @user falou merda, mas foi a primeira vez @user teve essa repercussão toda, ele dizer USERue n teve a intenção de fazer apologia, n tira o fato de ele ter sim feito apologia ao nazismo, a entrevista durou um pouco mais de meia hora e o entrevistado explica perfeitamente onde estão os erros na fala do @user, se ele não saísse ai mesmo USERue o @user acabaria por não haver mais patrocínios e com @user haveriam diversos boicotes e falta de entrevistas, ele errou, está tendo a sua punição e o USERue ele pode fazer daUSERui pra frente é pensar antes de falar merda e vir com a desculpa de USERue estava bêbado, se o cara não tem culhões pra sustentar o erro dele sozinho e joga a culpa em outras coisas, falta muita maturidade ainda",True
"Tanta gente incomodada com as curtidas e as opiniões... se se acham certos ok! Que bom para vocês! Mas dizer que uma coisa é certa porque ela sempre existiu é idiotice... sempre existiu o bem e o mal, escolha o que quiser e pronto!",True
"quando o povo daq começa a discutir bíblia eu saio logo da mesa e vou almoçar na sala sozinha pq pqp não tenho paciência",True
"@user bichona sonsa <url>",True
"@user valascvijus não dou à mínima pra vc, como eu disse, o mundo caminha sem rumo.",True
"@user ma che pallw … beh tu continua su questa linea d’onda guarda se magari riesci ad avvicinarti, magari si lascia andare e si fida",True
"@user eu escrevo como eu quiser porra tyago teago titi thiagueira tiu agueira me deixa em paz",True
"Não dá pra marcar nada com a Beatriz, a bixa demora demais vei pqp.",True
"""@user @user TEM VIDA SEU @user DO CAPETA"" KKKKKKKKKKKKKKKKKKKKKKK",True
"@user @user Este velho fdp aluga automóveis caríssimos e nós pagamos estas regalias mais o combustível. Bimbo Nunes....teu reinado vai acabar....",True
"tô numa ressaca do caralho",True
"É por isso que a pandemia se alastrou e vitimou quase 700 mil brasileiros, imbecil, calhorda, beócio. Depois não gosta de ser chamado de GENOCIDA😠😠😠 <url>",True
"@user @user ai que a suspeita sobre a credibilidade do programa e verdade mesmo, a Direção manda fazer coisas absurdas como pularem pra sair da prova pra Traveco ganhar no diga do orgulho gay",True
"foi foda...",True
"morte a criadora do crepusculo que seja queimada na praça",True
"@user Vai chupar uma pica vai corno manso",True
"Eu não sei como as pessoas ligam pro Monark, ele sempre fala absurdos... O cara nem deve apoiar o nazismo é tudo mulekagem e vacilo.",True
"Desgraça, perderam um cliente fiel",True
"Linda campanha. Inclusiva e @user @user. Isso é o que importa. Ninguém é superior e muito menos tem o direito de interferir na vida de ninguém. Os que não gostaram simplesmente ignorem. Afinal é a opinião de vocês e também deve ser respeitada. Mas a vida é livre e pode-se fazer dela o se bem entender. Ninguém tem nada haver com as decisões da vida de outras pessoas. A não ser que você pague as contas da mesma. Parabéns @user @user pela iniciativa. E fodam-se os idiotas!",True
"@user 🤢",True
"@user Vagabundo quer fazer as crianças de rato de laboratório, tu vai assumir as consequências",True
"Ta loca na escola do meu filho ela não chegava nem no corredor principal pUSER na entrada do colégio já pedia as Mãe @user conhece a escola com roupa no joelho não e pUSER moramos em um lugar USERuente temos @user ir peladas @user é loucaaaaa!!!!",True
"🤣🤣🤣🤣🤣🤣🤣🤣 Euuuu quero o ladrão na cadeia!!!🤣🤣🤣🤣🤣 <url>",True
"Essa declaração só mostra mais uma vez que o @user só trata vcs como estatística, então deixa de ser burro e para de idolatrar quem não liga pra vc!",True
"Eu avisei que a extrema esquerda (TSE, Políticos, Artistas) estavam dando um tiro no pé em achar que todo adolescente no país irá votar no bandido corrupto vagabundo do Lula... Se entrarem no HASHTAG vão se assustar...",True
"Um mostro desse tem a capacidade de matar a própria filha ... imagina o q ele pode fazer com os outros? Uma vergonha, um perigo, uma crueldade com a mãe da Isabela... vê esses dois lixos na rua !!!",True
"@user Eu peguei era 7h e cheguei quase 10h no trabalho. Eu vi!!! Esse corno veio lá de Indaiatuba ainda",True
"Me chama de amor, pede com carinho me enforca que eu gosto fuder no escurinho e ele me faz g**** baby",True
"Que foda, eu entendo o posicionamento do flow, e acho que está correto. Mas, o programa que era leve, ficou bem pesado.",True
"Simplesmente patético tudo isso.",True
"@user fica de putaria enquanto eu tô de vela no grupo",True
"eu tenho certeza q isso vai acontecer, espero q ele n seja tão filho da puta pelas minhas costas",True
"@user o mínimo que eu espero é o mundo na sua mão porra",True
"Abandonou o amigo. Que se foda 80 pessoas...eles não estavam qdo o @user teve início.",True
"eu to acreditando, mas com medo. vai brasil caraio HASHTAG",True
"@user eu respondi um tweet seu lá na porta gayzão",True
"@user @user @user Bostinha putinha de milico ficou chateado?? 😭",True
"@user Péssimo, pavoroso, asqueroso, tudo de ruim que se pode nomear; o que me conforta é que eu não votei no atual presidente na última eleição <url>",True
"Ao monark porra 🥺 sucesso @user, vai dar boa sempre",True
"@user @user FICO MENTIROSO 😡 PAYASO 🤡 EL CAMUFLAJE DE URIBE GENOCIDA CENTRO DEMOCRÁTICO NARCOURIBISTA RATAS 🐀 CORRUPTOS MAFIOSOS <url>",True
"Como podes dizer a teu irmão: Irmão, deixa-me tirar o cisco do teu olho, quando @user não vês a trave no teu próprio olho? HIPÓCRITAS! Tira primeiro a trave do teu olho, e então poderás enxergar bem para tirar o cisco do olho do teu irmão”. Antes de julgar o monarck olhem para vida de vocês...",True
"@user vacilou com certeza, só que essa galera está fazendo o cara de bode, cadê a galera caindo em cima da galera do capitão cueca que prestou homenagem a USTRA. @user país da piada e hipócritas do caralho...",True
"@user @user Me bloqueaste zurdo inmundo 😆😆😂😂😂😁😁 les gusta a ustedes no mas, lacras parásitas. <url>",True
"@user Para de passar vergonha com esses seus posts sem engajamento, ninguém liga para as besteiras que vc posta.",True
"@user @user dos Santos @user @user :P",False
"como que quer que eu melhore se eu só fico em casa aí quando dá pra sair n posso porra assim eu nunca vou melhorar mesmo",True
"cara vc é foda",True
"@user @user Vc tá de sacanagem?! Seriedade?! Em um país sério esse ser, advogado do PCC jamais seria um juiz da suprema corte. Em u. País sério o seu candidato estaria atrás das grades. Vc comemora por calarem a voz de um opositor. Em breve a sua será calada. Verme",True
"eu curto story como se fosse foto do feed, fodace",True
"Vingança é bom, mas dessa vez eu preferia não ter me vingado, pqp…",True
"@user daria uma boa primeira dama para Brasil poha",True
"Burro dms",True
"@user Bolsonaro joga um jogo sujo.Ele usa a maquina do Estado de forma canalha e p/ seus interesses. Eu só peço p/Deus não me levar embora dessa vida c/o ódio q/eu tenho dele e de todos desse governo. Eu já tive raiva na vida, mas depois desse golpe, eu sinto ódio de todos os golpistas",True
"@user Pau no deu cu e no dele",True
"vai se fuder isso é lindo d++",True
"@user eu já tô o lixo",True
"@user @user Pqp, tava vendo ele esses dias e pensando: esse diabo t cara de pastor e daqui a pouco vira político.",True
"Tem que ensinar as crianças que só existem homens e mulheres e mais nada!",True
"A verdade é essa, tem que dar prisão inafiançável. Só assim vai parar ou diminuir pelo menos! Esses caras são uns canalhas!!!!",True
"E outra pq ao invés de matar metade dos seres vivos, ele n fez ter recursos infinitos. Thanos só era fdp e queria q todo mundo de fodesse msm pq se ele fosse inteligente ele teria feito as coisa direito. Burro",True
"@user @user ESPERO @user TENHA IDO EMBORA",True
"@user volta a falar de cu....馃檮",True
"@user falou 3 frases nesse flow é foda ver que os dois tavam quase chorando",True
"Nossa a Lina pelo visto vai realmente mandar um dos 3 pro paredão, vai se queimar 100% com o sofá kkkkk",True
"Nunca gostei de vocês BURGUER @user e agora é que não gosto mesmo! Total repúdio!",True
"@user N vai, a nem consegue entender bissexualidade Pra ela ou é normal ou é sapatao ou viado",True
"@user @user @user Bolsonaro será lembrado como um ladrão, fascista e genocida. Está entregando o país para um bando de pastores canalhas só para continuar roubando. Tem mais, 650 MIL mortos não é pra qualquer vagabundo.",True
"mano esse @user @user e muito @user @user,esse cara é um mito mano...parabens sucesso e @user.💪✌",True
"kkkkk eslô putinha pq pegou monstro,,,, a intocável!! genteeeeee não entendo pq entrou no bbb kkkk",True
"me chama de amor pede com carinho me enforca q eu gosto fuder no escurinho e ele me faz gozar baaaaaabyyyyy",True
"Sinceramente acho ridículo essa propaganda pelo simples fato de estarem colocando essa crianças nesse papel q elas nem sabem do que estão falando não tem ainda nem uma opinião formada sobre nada isso é apenas pensamentos dos pais delas e não deles. Não tenho nada contra a comunidade LGBT mas acho que já estão forçando de mais em trazer crianças para dar suas ""Opiniões"" sobre o assunto.",True
"@user cagou nessa aí, mais tem que dá a @user @user e de @user, os debates com @user sempre são calorosos ele bate de frente com o convidado e faz perguntas que a grande massa da população quer escutar, parabenizo o @user @user pelo trabalho, mais tenho que ser sincero não acho que o @user vai trazer o entretenimento para a grande massa, @user abre seu pod cast e leve a frente o seu projeto, lhe garanto que seu público será fiel a você.",True
"@user É um absurdo né. Francamente. Falta uma enxada pra esses colarinhos brancos. Vadios. Nós pagamos vocês cambada de ladrões",True
"A diferença que um pegou o traveco e o outro a mulher do personal.zoeira!!?? <url>",True
"Ser burro e algo normal mas o @user é a única pessoa que eu conheço que quer persistir na burrice é algo quase inacreditável",True
"Conseguiram acabar com a vida do cara. Todo mundo já sabia que ele era idiota em certos temas abordados. Levava o professor e dava 24hrs de aula com ele sobrio já o era o bastante. Fico triste como o ser humano é capaz de fazer uma coisa dessas.",True
"@user @user Um ladrão, corrupto, ex presidiário, líder da quadrilha do PT o outro Genocída mentiroso moleque milíciano arruaceiro irresponsavel corrupto Vagabundo corno negacionista covarde Noivinha do Aristides mico TARADO machão do cercadinho Rachadinha... <url>",True
"Vão pagar caro com Deus 🙌",True
"O @user é que acaba pesando pro Igor, que literalmente não tem culpa de nada",True
"Para mim não tem cabimento, é obvio que foi uma situação infeliz, mas mais óbvio que isso é o Monark sendo desligado a força das mídias e patrocinios que são higienizados bonitinhos e perfeitos, puta que pariu",True
"14 - teoria dos pratos i - abundância e escassez: >>47965excelente, anão. tudo de acordo com o keikaku.>>47979essa parte do livro é bem focada no prático, e nessa mudança de mentalidade necessária pra ter esse sucesso. o engraçado é você ir lendo e percebendo como essa merda faz sentido, e todos os exemplos que você tinha, por exemplo, na adolescência. sinceramente, acho que todo homem devia ler essa merda, até os que já foram naturalmente redpillados pelas circunstâncias.",True
"Mais uma que caiu na lábia do Givaldo @user oh mulher besta mermão",True
"Cómo les encanta mamar a Memo Ochoa los de tudn 😒",True
"@user @user Tem que tacar fogo mesmo, isso e um exemplo para outros que apoiam esse movimento idiota e ridículo.",True
