"text","is_toxic"
"Falsa!!!! Que nem nota de $30!!!!🤪🤪🤪",True
"Esquerdista ordinária e safada",True
"Enquanto a Bachelet comia toco do PT, estava caladinha.",True
"Safada sem vergonha ! Velha asquerosa !🤮",True
"Quem é essa ? Vai te catar...",True
"Lixo ideológico",True
"Esses ""camaradas"" são ""tinhosos dimais"", quando o ""venha a nós"" acaba, começam a criticar, falar mal do ""vosso reino""! Pessoas que agem assim são imbecis para não dizer ""vampiros""!",True
"Pois é deveria ter pena da própria ignorância.",True
"Vagabunda,Ordinária",True
"Maldita, quadrilha do PT é grande viu💩💩💩",True
"Vou mandar um óleo de peroba pra ela de presente! 😂😂😂😂",True
"Mulherzinha cara de pau🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",True
"Porque é corrupta é conivente com o desgoverno anterior",True
"A cada dia fico mais admirado com a cara de pau da elite dominante desse mundo até quando irão nos fazer de otários",True
"Vá ter pena da puta que a pariu, corrupta",True
"Piada esse tipo de gente !",True
"Comunista ladrona, padrão PT pissol PCdoB LULAPRESIDIARIO DILMATERRORISTA",True
"Porque Bachelet faz parte da esquerda Hipócrita da América latina. Pergunte se ela tem pena de Cuba, Nicarágua ou da Venezuela. #MicheleBacheletHipócrita",True
"Vai te catar ,cuida do teu país,o Brasil tem quem cuide🙏🇧🇷",True
"Canalha vagabunda amiga de ditaduras",True
"Essa gentalha tirando uma de vítima. Vão derrubar Já já. Coitados. Deus é Deus!",True
"Sua TONTA SAFADA",True
"Mentirosa enganadora 👎👎👎",True
"Cachorra safada o Brasil tá sob nova direção",True
"A mim ela eh similar aquelas moças que ficam na rodovia que trocam ""serviços"" por $. Sem tirar nem por...",True
"#foracomunismosocialismo🤬😠😡👊👊👊",True
"Aff ranso desses corruptos",True
"Bandida como todos esquerdopatas",True
"Senhora Michele Bachelet! Com todo o respeito. Vai a merda.",True
"Velha cretina, vai cuidar do seu país..ah não te querem lá. Então vai pro inferno coisa ruim.",True
"Toma distraída!!!",True
"Velha idiota comunista e corrupta .",True
"Demagoga se locupletando com dinheiro de propina",True
"Porque é bandida igualmente a o presidiário cachaceiro do Lula",True
"Eu tenho pena é de você não ter sido da época do grande General Pinochet que lamentavelmente deixou sobrar este resquício de desgraça.",True
"Cai fora o Brasil não precisa de você",True
"tá se revelando! corrupta ...nesse governo a gente tá realmente vendo quem é honesto e quem no presta!",True
"Falou...Bacheria. . ...Brcelet.... ou seja lá como queira ser chamada sua raposa velhaca.",True
"Bandidona e pilantrona o leitinho acabou",True
"Hipooooooócrita essa senhoura...",True
"Exato! Ela é um escrota!",True
"Outra pilantra!",True
"Farinha do mesmo saco nojo desses políticos",True
"Essa senhora é uma currupta igual seus amiguinhos do PT.",True
"Cada coisa que aparece!!! Internacionarizaram a propina e a corrupção!!! Agora tem pena do Brasil, tem que ter pena dela mesmo, afinal ficou sem os recursos ilícitos!!!",True
"Devolva o dinheiro",True
"Pq. ELa é SAFADA igual ao 9 dedos. 😲😲",True
"Terrorista FDP",True
"Sem noção sobre o Brasil e uma corrupta 👎👎👿👿👿",True
"Pena dessa senhorinha...",True
"Houve um tempo atrás que o Brasil recebeu milhares de chilenos, que veio arrumar emprego aqui no Brasil e os brasileiros os receberam de braços abertos, mas, o mundo e o povo é assim esquece rápido o bem que o outro fez! Mas, essa comunista está se achando, mas, é uma tremenda corrupta.",True
"VOCÊ TINHA DE TER PENA É QUANDO VÁRIOS BRASILEIROS MORRERAM NOS CORREDORES DOS HOSPITAIS PÚBLICOS POR CAUSA DAS ROUBALHEIRAS DOS CURRUPTOS, MAS VOCÊ VELHA CANALHA TAMBÉM FAZIA PARTE DO ESQUEMA SEGUNDO Á OAS 🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀🐀.",True
"Pois é, nojenta!!",True
"Quem quer saber oq vc pensa comunista corrupta vc deveria estar na cadeia !",True
"Enfia a sua pena no seu rabo, velha nojenta",True
"A única coisa que no momento a esquerda faz é rosnar!!",True
"OQUE BACHELE FALA NÃO TEM VALOR!!! KKKK A PESSOA QUE SE ENVOLVE COM MARACUTAIA PARA ROUBAR UM POVO PERDE SEU VALOR E PRONTO ACABOU!!!",True
"Ela que cuidado quintal da própria casa, já que está sujos com dinheiro de propina!!",True
"A resposta para um senhora desse , já que o dinheiro não vai ser devolvido. É um grande VA SE LASCAR, esquece o BRASIL e vá cuidar dos seus problemas",True
"JA DIZIA O SANTO JOÃO BATISTA:""HIPOCRITAS!!!!! RAÇA DE VIBORAS!!!ENDIREITAI OS CAMINHOS.O Messias vem",True
"Nossa mostre sua compaixão devolvendo o dinheiro que recebeu do MOLUSCO",True
"Essa safada... Dinheiro ela gosta né? Não tem ""pena"" de roubar do Brasil!",True
"Ah tá com pena?!Diz para ela vim doar alimento e roupas para os asilos,orfanatos e desabrigados ,hospitais que por conta das propinas que receberam esses lugares estão com deficiência de tudo,isso PR não mandar ele para Vênus!!",True
"Sim, ela tem penas.......com certeza",True
"OH BACHELET RECEBEU PROPINA DA OAS ENTÃO NÓS BRASILEIROS PATRIOTAS ESTAMOS ENTENDENDO A SUA TRISTESA ACABOU A SUA MAMATA CANALHAS",True
"PORQUE É PORCA DO MESMO LODO,",True
"Essa Brochelet tem cara de corrupta da quadrilha lulaladrão.",True
"Secou a fonte pilantra. Devia estar na cadeia. Esquerdista cara de pau",True
"ACABOU A MAMATAAA!!!✨🇧🇷✨",True
"Velha ridícula e bandida!! Parece uma porca",True
"CLARO QUE TEM PENA PORQUE ELA JUNTO COM O LULADRÃO SUGARAM O POVO DEVERIA TER VERGONHA NA CARA E DEVOLVER O DINHEIRO QUE LEVOU",True
"Esquerdopatas mentem para ver se vira verdade, isso é o lema deles.",True
"SÓ SENTE PENA SE FOR REMUNERADA PRA ISSO...NÃO PRECISAMOS QUE ESSA GENTE SINTAM PENA DO NOSSO PAÍS...E SIM QUE SE AFASTEM DELE E DO NOSSO DINHEIRO...",True
"Sim porque??? É muita hipocrisia. E a propina...",True
"Ta com pena? Devolve a propina",True
"Comunista hipócrita nojento lixos",True
"POIS É DEVERIA DEVOLVER O DINHEIRO AOS COFRES PÚBLICOS DO Brasil.",True
"Outra canalha.",True
"Porque ela não era “paga” pra sentir pena e sim para contribuir e usufruir dos roubos.",True
"essa imbecil falando e o cachorro cagando e a mesma coisa",True
"Pois ela é uma sem vergonha😩",True
"Esse povo de esquerda é asqueroso e corruptos",True
"Que cara CÍNICA",True
"Pois é @user.zambelli esta senhora pena do Brasil .... ela tem é sangue nas mãos de uma nação pois dinheiro de corrupção mata cidadão de bem dinheiro este que é desviado de segurança, saúde e educação esse tipo de gente classifico como genocida pois acabam com nações inteiras por um ideal onde eles ficam ricos dominam as pessoas como escravos ... diria que até pior que terroristas pois terroristas matam em nome da “religião” não que algo justifique mas chega ser pior ... corruptos safados ....😡😡😡😡 que Deus nos livre desta cambada que articula em tempo integral a nova destruição ...🙏🇧🇷🇧🇷🇧🇷🇧🇷",True
"Propineira com pena pq a mamata acabou.... 🤮🤮",True
"Ela tem pena agora pq não tá recebendo mais propinas. Bandida.",True
"Cala essa boca sua vaca velha vai para Venezuela",True
"Porque é bandido da organização criminosa do luladrao. Não aceita nosso presidente Bolsonaro. E melhor aceita que dói menos😂",True
"E uma coitada , não tem credibilidade aqui nao",True
"Que lixo, heim????",True
"Mande essa nojenta pra Cuba.",True
"Parece que para atuar na #ONU precisa ter postura e comportamento #desprezível #hipócrita #falsidade.",True
"@user e a propina recebida pela OAS teve pena quando recebeu? #hipocrita #oportunista #voltapromaroferenda",True
"Vagabunda ordinária velha dó capeta vai cuidar da sua bunda velha esclerosada",True
"Ela não teve pena do Brasil quando Cuba ininteruptamente tentou interferir na nossa democracia. Amiga de comunistas sujos. Amiga de Fidel Castro, um rato ditador e assassino que hoje ocupa um cargo na ONU que não condiz com seu caráter e nem com suas convicções políticas.",True
"O BRASIL ESTÁ COM BOLSONARO. VAI PARA A VENEZUELA. LIXO.",True
"Porque ela é uma ladra morfética",True
"Barchelet vai catar coco . Esquece nosso povo.",True
"DONA BACHELET A SENHORA DEVIA TER PENA E VERGONHA NA CARA VIM ROUBAR DINHEIRO DO POVO BRASILEIRO QUE FALTA DE VERGONHA SENHORA BACHELET",True
"Ou quando o Brasil estava sendo saqueado pelo PT? ?",True
"Safada !! ONU não vale nada!!",True
"Essa vagabunda devia ter pena é da propina que ela levou que tirou de um hospital inteiro do Brasil",True
"Esquerdista dos inferno.",True
"Sai fora vaga, vagaba",True
"Uma safada sem caráter.",True
"Essa aí é uma maior 171",True
"Que ela enfie a pena dela no $%$@&^ ... devolva nosso dinheiro isso sim. 🤔🤔",True
"Essa ja fez parte da quadrilha",True
"Hipócrita esta senhorinha bachelet",True
"Sem vergonha trate do seu País o nosso temos Bolsonaro@",True
"Porquê ela é uma velha escrota de MERDA.. só isso",True
"Que devolva a propina e pare de se meter onde nao foi chamada brachelenta!",True
"Vagabunda, roubou o Brasil agora tá com pena, vá se fuder",True
"Pena porque não vai mais roubar nosso Brasil, sua quenga velha",True
"Conheco uma vagabunda de longe!!! 💩💩💩",True
"Pilantra vadia",True
"Que devolva o dinheiro 💰",True
"Vagabunda fingida...",True
"Bachelet está com pena é dela não receber mais dindin dos nossos impostos. Hipócrita corrupta!...😎😎😎😎",True
"Hipocrisia Pura😡😡",True
"Veia safada.",True
"Pois é.... A pena dela é exatamente pq não vai mais receber propina",True
"#maiatraidordapatria",True
"Vagabunda. Cala essa boca imunda pra falar do meu País .",True
"Velha sem vergonha, vagabunda !",True
"Não precisamos da pena de ninguém ,ainda mais dessa desqualificada ,guarde ela ,as muitas penas que tem pra si mesma 🐔, #Bolsonaro2022 ,sem mais .....",True
"A fonte secou! Não tem mais propininha!😂😂😂😂",True
"É comunista! Voces acham que ela não é igual ao ladrões do pt?",True
"Que mulher babaca! Vai cuidar do seu Chile, estúpida!",True
"Pena do Brasil??? O qué será que pensa essa corrupta, tentando dar uma de pessoa íntegra, correta, quando não passa de uma vigarista! 😠🤔😠",True
"Será que vai querer devolver o dindin da propina,😂😂",True
"Esse lixo tem pena e da propina que andava ganhando ilicitamente",True
"Percebem que , todo bandido no final de sua gestão , é convidado para trabalhar na ONU ! Porque será ???!",True
"Bruxa ladra dozinferno 🔥",True
"É outra HIPÓCRITA 😔😔😔",True
"É a bandida defendendo os colegas de bandidagem.",True
"Essa é uma canalha esquerdopata! Nós brasileiros não precisamos de suas condolências! Bandida!",True
"Essa é pior que o pai.",True
"Pena da de vc devolva o que nunca foi teu",True
"Devia ter pena? Ela tem agora pq não tem parceria na corrupção...",True
"Que mulher nojenta",True
"Além de desonesta e metida a boa de sela",True
"Pena porque não tem milhões para sua conta mais não é tranbiqueira.",True
"Quem quer saber a opinião dela? Vai procurar tua turma!",True
"Dissimulada! Agora ela sabe que a mamata acabou! Governo Bolsonaro colocando todos no devido lugar!Sem.corrupção a bandidagem chora!",True
"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",True
"Velhinha safada senil, alguém faça a gentileza de calar esses canalhas, já não suporto mais nem ver a cara desses hipócritas, Bachelet, Macron, Maduro, os petralhas e por aí vai",True
"Essa vagabunda não tem que falar nada!",True
"Tem cara de bandida",True
"💚💛pena do Brasil ou saudade da bagaçeira.",True
"😂😂 abstinência de propina faz isso, cria até pena kkkk",True
"Pq é uma PILANTRA do mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA!",True
"E outra coisa, quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE",True
"Deixe de hipocrisia, comedora de propina.Você deve tá sentindo falta é do dindo que não está caindo mais na sua conta.",True
"É uma idiota! Não precisamos da pena dela...",True
"Ela que legue a pena dela e faça um travesseiro pra ver se consegue dormir depois de ter aceitado dinheiro sujo.",True
"Viver do comunismo é triste!! Uma hora o dinheiro acaba e você vai ter que trabalhar...!😡👊🏾😎🇧🇷🙏🏻",True
"Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara.",True
"Essa esquerdopata imbecil não consegue ser ouvida nem no Chile, sua terra!",True
"Q velha ordinária!! A Esquerdalha tem todos a mesma face!!🤮🤮🤮",True
"Por isso que SSA senhora defende o PT, e ela me dá NOJO.",True
"Porque é suja e adora dinheiro alheio",True
"É apenas mais uma vagabundos.",True
"Coisa feia, vai cuidar da sua casa,",True
"😂😂 Ela é galinha! Pena?! Q é isso!?",True
"Clínica. Faz parte da esquerda demoníaca.",True
"Velha gagá FDP",True
"Mas é falsa hein?Acabou a mamata.quer dinheiro vá trabalhar.",True
"Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta)",True
"Porque é LADRA!!",True
"Hipócrita,vai procurar tua turma. O BRASIL não precisa da tua pena.",True
"Receber propina não te envergonha Bachelet? #BolsonaroPresidente2022🇧🇷",True
"Cara pálida devolve o dinheiro a propina para o Brasil então",True
"Nojenta! Lava a boca pra falar do nosso Presidente!",True
"Ah tá com pena? Devolve o dinheiro do 🇧🇷",True
"Eu que tenho pena dessa mulher feia e de um caráter duvidoso.",True
"💩💩💩💩 É isso que essa louca fala!🖕🖕",True
"Dispensamos sua pena sra Michele Bachelet.Temos misericórdia dos pobres de espírito que manipulam os pobres.",True
"E quando recebeu dinheiro ilegal de propina e portanto de nossos impostos suados? Hipócrita.",True
"Pena pq a boquinha secou né sua socialista de merda!!!! 👊🏻👊🏻👊🏻",True
"Coitadinha, ninguém liga pra ela",True
"Hipócrita! Esquerda Nunca Mais!",True
"Quando ouvimos uma sujeita dessas 💩 falando assim é sinal que estamos no caminho certo. Ela gostava do Brasil quando recebia mesada, dinheiro fruto de roubo.",True
"Tenha pena de você mesma imbecil!!🤬",True
"Ninguém está preocupado com a pena dela. É melhor ela cuidadar do pais dela .",True
"Otária, BABACA.",True
"Se ela acha tão bacana o socialismo porque não vai morar na Venezuela, Cuba ou Coreia do Norte? Hipocrisia!!!!",True
"Vagabunda safada👊👊👊",True
"Cínica , não tem o que dizer e fica falando abobrinha",True
"É típico dessa gente a cara de pau!!!🤢",True
"Ela teria que ter pena qndo tirou dos hospitais do Brasil,pra continuar defendendo bandidos!!!",True
"Isso é caso de polícia, de FBI ,de CIA para esta vigarista ladra igual a DILMA e a CRISTINA KIRCHNER da ARGENTINA.CRIME ORGANIZADO.",True
"Pilantra comunista oportunista",True
"Bachelet, não tem o que fazer?Sugestão: vau catar coquinho!!!",True
"O que dizer além de ""vaca véia"" ??? E no pior sentido da palavra.",True
"Vai cuidar do seu quintal, que o nosso a gente cuida,,corrupta😤",True
"Comunista vagabunda",True
"Cretina Hipócrita!",True
"Porque ela também é BANDIDA",True
"Pq é uma safada",True
"Pq é criminosa do foro de São Paulo !",True
"Cara horrorosa dessa senhora",True
"Só defende Lula por ser igual a ele...corrupta.",True
"Outra esquerdista cara de pau! Não basta os do Brasil! 😡",True
"Que bom que ela tem pena do Brasil 🇧🇷 assim ela já pode dividir com a população brasileira a propina que recebeu da OAS.",True
"Bandida, safada, comunista e corrupta!!! Fora do Brasil!! Lixo!!!",True
"Enquanto não se revela os podres desses ladrões da nossa pátria todos tem alguma coisa para falar, quero ver agora.",True
"Essa puta não tem dó da Venezuela???",True
"Penalizada tem que estar do povo Venezuelano e envergonhada por receber propina😱",True
"LIXO. Lixo iDIOTA.",True
"A ONU é pior esquerda que temos no mundo atualmente.",True
"🇧🇷 Vergonha mundial, não tem moral pra falar nada do Brasil.",True
"Velha canalha",True
"Vagabunda! Sem vergonha!",True
"O que essa bandida corrupta ta falando do presidente, velha idiota.",True
"É que o dindin pra ela acabou 😂😂😂",True
"Corrupta, formiga e ladrão tem em todo lugar, até na ONU.",True
"Essa ridícula aí, tinha que pedir desculpa ao nosso presidente",True
"Sério???? Engraçado que quem invadiu a Polônia foram os Nazistas. Você estava comemorando isso???? A invasão???? Fascista que fala, né!!!",True
"Celebrar a morte de milhões de judeus? Estúpido, nojento",True
"NAZISTA SAFADO FILHO DA PUTA! VAI DOUTRINAR CRIANÇA NA PUTA QUE TE PARIU",True
"Seu doente! A invasão da Polônia marca o início da segunda guerra mundial onde milhões de pessoas foram mortas e torturadas.",True
"Só um doente para achar que isso é motivo para comemorar....não cansa de passar vergonha acho que as aulas pelo you tube não estão funcionando.",True
"Os inteligente na pista kkkk o que mais que a galera sabe me contam eu não sabia dessa será que sou burra, a não eu não estava lá na guerra opis",True
"Gente burra não sabe o que é ato solene isso não é comemoração é um ato que lembra o fato é homenageia os refugiados da Polônia no Brasil pesquisa antes de fala merda",True
"Lamento sua pequenez...",True
"Até pelos comentários, a gente percebe quem é ""normal"" e quem é ""esquerdopata""... Por que será né?",True
"O Brasil está se tornando uma ditadura dos corruptos ! Estamos assistindo o congresso desrespeitar o executivo, o STF fazendo barbaridades pra soltar bandidos!! De quem é a culpa ? A culpa é de todos os brasileiros que estão inertes dentro de casa ! Enquanto ficarmos marcando encontros nos domingos de Sol, esses corruptos não vâo tomar vergonha na cara, ou até mesmo ser punidos! Temos que comessar a pensar em greve geral !! Fazer o país parar de verdade enquanto isso não acontecer vamos ficar assistindo essa vergonha!! Chega de impunidades, não Podemos ter um presidente do congresso nem da Câmara sem vergonha.",True
"Vai tomar no seu cu milicianos, isso é inveja do PT",True
"NAZISTINHA ESCROTO DO CARALHO",True
"Seu pai é um safado",True
"O Lula deu um pé na bunda de um.monte de mulheres no governo dele pra acomodar vários homens velhos, indicou 2 ministros homens para o STF e ela falando em igualdade kkk isso que os eleitores do PT não entendem, eles querem impor igualdade para os outros, enquanto eles podem ter o privilégio de viver e fazer o que querem kkkk e vc jurando que o PT defensor de ditadores e ditaduras é um partido democrático kkk",True
"Que faz este cara ainda morando fora da prisão？",True
"Eduardo é moleque !",True
"Colonialista de merda",True
"Grande bosta se seu pai fica demorando pra vetar o abuso de autoridade e pra mandar o exercito no congresso, grande bosta essas coisas",True
"Sugestão a Bolsonaro: convoque as Forças Armadas e faça uma invasão do bem na Amazônia. Expulse as ONGs que estejam ilegais. Grave as queimadas, os garimpos ilegais, os índios que fazem contrabando, as pistas de aterrissagem clandestinas. Grave tudo. Convoque uma cadeia de rede nacional em horário nobre e revele tudo! Não adianta esperar honestidade de setores que foram derrotados nas últimas eleições! Aja agora! Ou depois perderá o controle das ações! Cadê os militares que estudaram estratégia e devem ter aprendido que articula-se no país um estado de insurreição ao novo governo? Quando Napoleão esperou a chuva passar para o ataque final em Waterloo, no dia seguinte era tarde e perdeu a batalha! Alô! Não perceberam ainda que estamos num estado de pré-convulsão social? Que todos os dados indicam a tentativa de derrubada do novo governo?! Saco! Não vou mais ficar postando textos que acabam por ficar repetitivos, enquanto a articulação esquerdista vai ganhando terreno!",True
"É isso família Bolsonaro. Aposto que foi farinha do msm saco do macron que ateou fogo na Amazônia pra atacar o governo. Vamos nos preparar pois bendita será a nação que teme ao Senhor. Macron que va se f****",True
"aí sim em capita, quem quiser comer meu cusinho só chame 🔥🔥",True
"Isso aí sim e postura de criança em ensino 👏🏻👏🏻 Não aquela lacracao de criança usando shortinho dançando funk ameaçando professor em sala de aula , como a esquerda incentivou os últimos 15 anos . #BolsonaroNeles 😎👉🏻👉🏻",True
"Que coisa linda a gente não conhecia, ISSO Políticos LADROES NEM IMAGINAVAM QUE; EXISTIAM TANTOS, PORQUE ???, sabia se um entrasse alguém do exercito deu no que deu, tirar verbas de Vagabundos ,;PARA SOBRAR PARA O BRASIL, E TEM MULAS QUE AINDA FALAM EM ESQUERDA MEU DEUS AS BURRiCES ESTÃO VENDO A REALIDADE E NÃO ACEITAM , CRIMES INVADINDO OS RESPONSÁVEIS PELO BRASIL, ATÉ ISSO ACORDARAM , NINGUÉM QUE VIROU P ESQUERDA FINGIRAM EM NAIO ENTENDER , BANDIDOS AGINDO JUNTOS COM 0S BANDIDOS DA ESQUERDA E PCC VIU COM QUEM ESSAS MULAS QUETEM QUE FOCAM NO BRASIL????",True
"dessa vez ninguém quebrou a mesa, né? vaza daqui playboy filho da puta",True
"Muita saúde João gordo,mas não se mistura com esse tipo de gente se não vc se contamina.esses petralhada não prestam",True
"@user e a do seu presiBozo de ir p o manicômio! Fdp",True
"@user Mas tu é baixo nível, né cara? Dá dó!",True
"@user Vai se instruir um pouco! Caia fora, aqui ñ é lugar para pessoas como vc",True
"@user Vc ainda ñ caiu fora? Va seguir seu jegue!",True
"@user nem pra isso ele tem competencia! Ô medão!",True
"O cara não trabalha meu ....",True
"João traidor do movimento!",True
"Realmente handrade kkk lembro do slogan da campanha "" Lula é Haddad Haddad é Lula"" hahhahaha os dois condenados.",True
"Coitado desse Jão gordo, fracassado.",True
"Mulher vc é casada? Alguém sabe dizer se essa mulher tem homem? Porque não é normal ser mal amada assim, amarga, triste, focada em uma coisa que não vai te levar a se elevar nunca, só derrocada fia, gaste seu precioso tempo procurando um boy nega, daí você vai ver o tempo perdido inventando coisas, mentindo descaradamente, vai dmsegue meu conselho, vc já está idosa mais ainda dá um caldo./",True
"Vou ver não, seu verme.",True
"É RIDICULO UNS BABÕES DO ATUAL PRESIDENTE VIR POR HASTAG DO BURRO QUE HOJE GOVERNA O PAÌS.",True
"Sou baiano, já voltei na desgraça do PT e, graças a Deus fui libertado dessa praga. Bolsonaro é o verdadeiro presidente e o melhor do brasil. Chupa esquerdalhas! Lula e sua quadrilha tem que ser estirpados da política e do Brasil.🤬🤬👎🏾👎🏾👎🏾 Parabéns para o povo, para os prefeitos e governadores!🇧🇷🇧🇷🇧🇷🇧🇷",True
"Sua mal informada ...suas narrativas não pegam mais porque é exatamente pela democracia que o Brasil está lutando. Esse encontro é contra a ditadura desse desgoverno comunista ...não venha com falácias baratas que o povo já está bem esclarecido e com o saco cheio de todos do PT",True
"Faz um programa com o Lula. Sugestão para o nome: Sol Quadrado.",True
"Difícil saber quem é mais escroto",True
"Ai sabe roubar ...prefeitão de SP....kkkk...",True
"Aproveita, o regime fechado tá na porta.",True
"Esse aí é o tal do Presidente de vcs. Esse aí é o que foi condenado por caixa 2s. 👎👎👎",True
"E a Amazônia professor? Não dá pra limpar a agenda pra focar nessa emergência? Faz alguma coisa útil. Nem tudo é voto. Onde vocês estão quando o país precisa de vocês ? @user dando palestra e entrevista enquanto a Amazônia queima. Pq vcs não vão no encontro do g20 representar o Brasil já que o bozo não serve pra isso? Bate na porta. Fala ""vim ajudar"". Depois usa isso na campanha. Façam alguma coisa útil porra!",True
"Comenta sobre a condenação e a péssima gestao a frente da prefeitura. A derrota para o novato Joao Doria e depois para o ignorante xucro JB",True
"Veja abaixo o twiter de Dinesh D´Souza: “Crianças – principalmente meninas brancas nórdicas com tranças e bochechas vermelhas – eram frequentemente usadas na propaganda nazista. Uma velha técnica de Goebbels! Parece que os progressistas de hoje ainda estão aprendendo o jogo da esquerda, anterior da década de 1930.”",True
"@user a esquerda precisa se unir pra mudar o rumo dessa situação no país. .nosso país está sendo destruído por esse demente que se diz presidente. ...dor e desolação com essa destruição da Amazônia. ...por favor precisamos tomar alguma atitude. ...esse monstro precisa ser derrubado",True
"Kkkkkkk condenado por caixa 2 pqp nao da uma dentro",True
"Condenado a 4,5 anos por caixa dois.......kkkkkkkkkk...",True
"Aoooo caaixa 2 kkkkkkk",True
"Que dor no ❤️, toda vez que olho para o Haddad e me dou conta que poderíamos tê-lo como presidente. Intelectual, professor, de uma simplicidade incrível, acima de tudo, humano. Que ao invés disso temos, um lunático, despreparado, incapacitado intelectualmente, ditatorial, autoritário, fascista, desrespeitoso...afff, se continuar ficarei 3 dias adjetivando a “besta fera”.",True
"Sua hora de ir morar com o LULA tá chegando",True
"Ansiso pra ver atrás das grades!",True
"Ele só fala besteira, idiotice ou porcaria 😡😡",True
"Isso é um doente",True
